"","Name","Location","Tags","Type","Source Zone","Source Address","Source User","Source Device","Destination Zone","Destination Address","Destination Device","Application","Service","Action","Profile","Options","Target","Rule Usage Rule Usage","Rule Usage Apps Seen","Days With No New Apps","Modified","Created"
"106","az-pci-apps-to-non-pci-apps03","azure_pci_nonprod","none","universal","Pci-Zone","glusterfs_dr_10.105.15.96_27","any","any","Non-Pci-Zone","sea2_10.105.13.192_27","any","any","service-tcp-24007-24008;service-tcp-49150-49212","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"107","az-pci-apps-to-non-pci-apps04","azure_pci_nonprod","none","universal","Pci-Zone","pci_apps_10.105.14.0_24;pci_apps_10.105.15.0_24","any","any","Non-Pci-Zone","satellite_10.105.17.160_27","any","ssl;web-browsing","service-tcp-22;service-tcp-5000;service-tcp-5647;service-tcp-9090;service_tcp_5646","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Partially Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"108","az-pci-apps-to-nonpci-bi","azure_pci_nonprod","none","universal","Non-Pci-Zone;Pci-Zone","glusterfs_dr_10.105.15.96_27;sit-npci-cint-10.105.62.0_24","any","any","Non-Pci-Zone;Pci-Zone","glusterfs_dr_10.105.15.96_27;sit-npci-cint-10.105.62.0_24","any","any","service-tcp-24007-24008;service-tcp-49150-49212","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"109","az-pci-apps-to-nonpci-bi-01","azure_pci_nonprod","none","universal","Non-Pci-Zone;Pci-Zone","cind_gtw_10.105.61.0_24;embroker_10.105.15.0_28","any","any","Non-Pci-Zone;Pci-Zone","cind_gtw_10.105.61.0_24;embroker_10.105.15.0_28","any","any","service-tcp-9414","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"110","az-pci-apps-to-nonpci-bi-02","azure_pci_nonprod","none","universal","Non-Pci-Zone;Pci-Zone","dotcom-sit1-eun-npcibas-snet-10.105.12.0_27;glusterfs_10.105.15.192_27;pim_10.105.13.96_27;sit-npci-cint-10.105.62.0_24","any","any","Non-Pci-Zone;Pci-Zone","dotcom-sit1-eun-npcibas-snet-10.105.12.0_27;glusterfs_10.105.15.192_27;pim_10.105.13.96_27;sit-npci-cint-10.105.62.0_24","any","any","service-tcp-24007-24008;service-tcp-49150-49212","Allow","Profile Group: security-profile","Traffic log sent at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Partially Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"111","corp-em-brk-to-az-prod-pci-cint-1","azure_pci_nonprod","NON-PCI;PCI","universal","Non-Pci-Zone","corp-prod-psg-mq-10.148.129.32_29","any","any","Pci-Zone","az-prod-cint-10.105.63.0_24","any","any","service-tcp-9414","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"112","az-pci-apps-to-non-pci-apps05","azure_pci_nonprod","none","universal","Pci-Zone","pci_apps_10.105.14.0_24;pci_apps_10.105.15.0_24","any","any","Non-Pci-Zone","az-eun-infblx-dns-10.105.68.36;az-euw-infblx-dns-10.119.240.36","any","any","service-tcp-123;service_tcp_53","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"113","az-non-pci-apps-to-pci-apps01","azure_pci_nonprod","none","universal","Non-Pci-Zone","sea2_10.105.13.192_27","any","any","Pci-Zone","az-pci-sit1-10.105.14.32_27;sea2_qmgr_10.105.15.16_28","any","any","service-tcp-11551-11552","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"114","mns-to-az-dynatrace-pci-np","azure_pci_nonprod","none","universal","Non-Pci-Zone","10-Net","any","any","Pci-Zone","az_dynatrace_10.105.67.52_32","any","any","service-tcp-2021","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"115","az-pci-apps-to-nonpci-apps01","azure_pci_nonprod","none","universal","Pci-Zone","az-pci-sit1-10.105.14.0_27","any","any","Non-Pci-Zone","pim_gtw_10.105.13.160_27","any","ssl","application-default","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"116","az-pci-apps-to-nonpci-apps02","azure_pci_nonprod","none","universal","Pci-Zone","glusterfs_10.105.15.192_27","any","any","Non-Pci-Zone","pim_10.105.13.96_27;sea2_10.105.13.192_27","any","any","service-tcp-24007-24008;service-tcp-49150-49212","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"117","az-pci-apps-to-nonpci-apps03","azure_pci_nonprod","none","universal","Pci-Zone","pci_apps_10.105.14.0_23","any","any","Non-Pci-Zone","satellite_10.105.17.160_27","any","ssl;web-browsing","service-tcp-22;service-tcp-5000;service-tcp-5647;service-tcp-9090;service_tcp_5646","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"118","OMS-to-ITL-AKS-cluster","azure_pci_nonprod","none","universal","Pci-Zone","Az-v2-oms-int-10.126.33.128_26;Az-v2-oms-int-10.126.33.192_26","any","any","Non-Pci-Zone","itl-eun-dev-dev0001-aks-snet-10.126.45.0-26","any","any","service-http;service-https","Allow","Profile Group: security-profile","Traffic log sent at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Used","1","1471","2023-08-09 14:45:46","2022-05-20 16:34:15"
"119","Np-retail-aks-dotcom-pci-aks","azure_pci_nonprod","none","universal","Non-Pci-Zone","Net-V2-np-rtl-10.126.27.0_26;Net-V2-np-rtl-10.126.27.64_26;rtl-eun-dev-dev01-10.126.24.0_24","any","any","Pci-Zone","dotcom-eun-cate-dev004-10.126.39.64_26;dotcom-eun-cate-dev004-10.126.39.128_26;dotcom-eun-dev-feskcfto01-10.126.35.128_26;dotcom-eun-dev-feskcfto01-10.126.35.192_26;dotcom-eun-int-oms01-10.126.33.128_26;dotcom-eun-int-oms01-10.126.37.48_28;dotcom-eun-int-wcs01-10.126.33.64_26;Hst-10.126.97.0;Hst-v2-np-oms-10.126.114.0_26;Hst-v2-np-oms-10.126.114.64_26;Net-az-np-dotcom-10.126.33.192_26;Net-az-v2-wcs-stg-10.126.36.0_24;Net-az-v2-wcs-vnp-10.126.117.0_24;Net-az-v2-wcs-vnp-10.126.118.0_24;plt-furniture-10.126.35.0_26;plt-furniture-10.126.35.64_26","any","any","service-https","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"120","az-pci-np-to-prod-core-tool","azure_pci_nonprod","none","universal","Non-Pci-Zone;Pci-Zone","az-pci-tools-vm-10.105.67.0_28;az-pci-tools-vm-10.105.67.16_28;az-pci-tools-vm-10.105.67.32_28;az-pci-tools-vm-10.105.67.48_28;az-pci-tools-vm-10.105.67.64_28;az-pci-tools-vm-10.105.67.96_28;satellite_10.105.17.160_27","any","any","Non-Pci-Zone;Pci-Zone","az-pci-tools-vm-10.105.67.0_28;az-pci-tools-vm-10.105.67.16_28;az-pci-tools-vm-10.105.67.32_28;az-pci-tools-vm-10.105.67.48_28;az-pci-tools-vm-10.105.67.64_28;az-pci-tools-vm-10.105.67.80_28;az-pci-tools-vm-10.105.67.96_28;satellite_10.105.17.160_27","any","any","service-http;service-https;service-tcp-5647;service-tcp-8000;service-tcp-8140;service-tcp-8443;service-tcp-9090","Allow","Profile Group: security-profile","Traffic log sent at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"121","az-pci-apps-to-nonpci-apps04","azure_pci_nonprod","none","universal","Pci-Zone","pci_apps_10.105.14.0_23","any","any","Non-Pci-Zone","az-eun-infblx-dns-10.105.68.36;az-euw-infblx-dns-10.119.240.36","any","any","service-tcp-123;service_tcp_53","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"122","ctx-to-az-non-pci-apps-az","azure_pci_nonprod","none","universal","Non-Pci-Zone","sp-ctx-servers-10.141.24.10-46;sw-ctx-servers-10.99.24.10-46","any","any","Pci-Zone","wcsauth_10.105.15.96_28","any","any","service-http;service-https;service-tcp-4502;service-tcp-4503;service-tcp-9006;service-tcp-9088;service-tcp-9090;service-tcp-9500;service-tcp-9506;service-tcp-9999;service-tcp-10001;service-tcp-18000;service-tcp-18002;service-tcp-18010","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Used","1","1429","2023-08-09 14:45:46","2022-05-20 16:34:15"
"123","ctx-to-az-non-pci-apps-az-01","azure_pci_nonprod","none","universal","Non-Pci-Zone","sp-ctx-servers-10.141.24.10-46;sw-ctx-servers-10.99.24.10-46","any","any","Pci-Zone","oms_gw_10.105.14.192_28;wcslive_10.105.15.80_28;wcslive_10.105.15.240_28","any","any","service-https","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Partially Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"124","ctx-to-az-non-pci-apps-az-02","azure_pci_nonprod","none","universal","Non-Pci-Zone","sp-ctx-servers-10.141.24.10-46;sw-ctx-servers-10.99.24.10-46","any","any","Pci-Zone","bastion_10.105.15.160_28","any","any","service-tcp-22;sevice-tcp-3389","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Partially Used","1","1463","2023-08-09 14:45:46","2022-05-20 16:34:15"
"125","az-to-onprem-psg-aznppci-01","azure_pci_nonprod","none","universal","Pci-Zone","dotcom-sit-eun-em198-10.126.96.134;dotcom-sit-eun-em800-10.126.96.132;omsapp_10.105.14.64_27;wcs_live_10.105.14.96_27","any","any","Non-Pci-Zone","psg-sp-10.250.5.0_24","any","any","service-https;Service-tcp-7803;Service-tcp-7813","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"126","inbound-akamai-to-em-gtw-pci","azure_pci_nonprod","none","universal","Non-Pci-Zone","10.105.88.5;10.105.88.6","any","any","Pci-Zone","any","any","any","service-tcp-25045","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"127","inbound-akamai-to-wcs-gtw-pci","azure_pci_nonprod","none","universal","Non-Pci-Zone","eun-core-gw-fw1-10.105.88.37;eun-core-gw-fw2-10.105.88.38;eun-dotcom-np-gw-fw01-10.105.92.40;eun-dotcom-np-gw-fw01-10.105.92.41","any","any","Pci-Zone","any","any","any","service-tcp-25046;service-tcp-25047;service-tcp-25048;service-tcp-25049;service-tcp-25050;service-tcp-25051","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"128","tools-pci-to-non-pci-mon","azure_pci_nonprod","NON-PCI;PCI","universal","Pci-Zone","az-pci-tools-vm-10.105.67.0_28","any","any","Non-Pci-Zone","NonPci-FT-10.105.8.0_24","any","any","tcp-9100","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Partially Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"129","ctx-to-az-pci-apps-sit-pci","azure_pci_nonprod","none","universal","Non-Pci-Zone","sp-ctx-odc","any","any","Pci-Zone","az-emlb-10.105.0.0_27;az-pci-sit1-10.105.14.0_27;az-pt-10.105.96.0_26;az-sit-10.105.2.0_27","any","any","service-tcp-4414;service-tcp-11501-11502;service-tcp-11511-11512;service-tcp-11561-11562","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Used","3","1464","2023-08-09 14:45:46","2022-05-20 16:34:15"
"130","Az-v1-oms-to-np-rtl","azure_pci_nonprod","none","universal","Pci-Zone","az-v1-oms-int-10.126.33.128_26","any","any","Non-Pci-Zone","Az-Np-v1-rtl-10.126.24.0_21;ghcr.io;Host_140.82.121.34;public.ecr.aws","any","any","service-https","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Used","1","1235","2024-09-05 14:42:50","2022-05-20 16:34:15"
"131","azure-flexera-non-prod","azure_pci_nonprod","none","universal","Non-Pci-Zone;Pci-Zone","azure-ad-10.105.68.101;azure-ad-10.105.68.102;non-prod-azure-pci-apps","any","any","Non-Pci-Zone;Pci-Zone","azure-ad-10.105.68.101;azure-ad-10.105.68.102;non-prod-azure-pci-apps","any","any","service-http;service-https","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Partially Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"132","jekins-pci-pimapp-npci","azure_pci_nonprod","none","universal","Pci-Zone","az-pci-tools-vm-10.105.67.16_28","any","any","Non-Pci-Zone","pim_10.105.13.96_27;sit-npci-pim-10.105.8.96_27;stg-npci-pim-10.105.11.96_27;vnp-eun-pimapp-10.105.104.48_28","any","ssh","application-default","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"133","az-non-pci-to-pci-gluster","azure_pci_nonprod","none","universal","Non-Pci-Zone","az-pci-10.105.102.64_27;az-pci-vm-10.105.1.192_27;glusterfs_10.105.15.192_27","any","any","Pci-Zone","pim_10.105.13.96_27;stg-npci-pim-10.105.11.96_27;vnp-eun-pimapp-10.105.104.48_28","any","any","service-tcp-49152-49189;service-udp-24007","Allow","none","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"134","ignio-onprem-to-az-npr-pci-automation","azure_pci_nonprod","none","universal","Non-Pci-Zone","ignio-onprem-np-10.128.174.210;ignio-onprem-np-10.128.174.213;ignio-onprem-np-10.128.177.130","any","any","Pci-Zone","pci-bas-10.105.4.4;sit2-pci-10.105.4.18;stg-pci-10.105.1.165","any","ssh","application-default","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"135","PIM-gluster-Filessystem-Bastion-server","azure_pci_nonprod","NON-PCI;PCI","universal","Non-Pci-Zone","az-np-pt-bastion-10.105.105.0_27;dotcom-sit1-eun-npcibas-snet-10.105.12.0_27;non-pci-stg-10.105.9.0_27","any","any","Pci-Zone","dotcom-sit1-eun-10.105.15.192_27;dotcom-stg-eun-10.105.1.192_27;dotcom-vnp-eun-10.105.102.64_27","any","any","service-tcp-111;service-tcp-2049;service-tcp-24007-24008;service-tcp-49152-49169","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Partially Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"136","ctx-to-az-nprod-cloudv2","azure_pci_nonprod","none","universal","Non-Pci-Zone","sp-ctx-servers-10.141.24.10-46;sw-ctx-servers-10.99.24.10-46","any","any","Pci-Zone","az-dotcom-aem-10.126.34.128-28;Az-V2-10.126.36.192_28;dot-eun-nprod-shsrv-vnet-10.126.38.0_26;dot-eun-nprod-shsrv-vnet-10.126.38.64_26;dot-vnp-omr-sip-appgw01-10.126.120.128_28;dotcom-eun-sit-omr-sip-10.126.99.192_28;dotcom-k8s-net1-10.126.33.0_26;dotcom-k8s-net1-10.126.33.128_26;dotcom-k8s-net2-10.126.33.64_26;dotcom-k8s-net2-10.126.33.192_26;Hst-10.126.97.0;Net-api-dev-cluster-10.126.39.64_26;Net-bastion-v2-10.126.34.48_28;Net-v2-NP-OEM-10.126.116.96_28;plt-furniture-10.126.35.0_26;plt-furniture-10.126.35.64_26;sterling-pci-app-10.126.99.208","any","any","service-https","Allow","Profile Group: security-profile","Traffic log sent at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Used","1","1471","2025-01-21 14:37:16","2022-05-20 16:34:15"
"137","az-pci-oms-to-onprem-mule-aznp","azure_pci_nonprod","none","universal","Pci-Zone","az-pci-tools-vm-10.105.0.64_27","any","any","Non-Pci-Zone","Hst-cate-mule-10.128.142.32;Hst-cate-mule-10.250.5.107","any","any","tcp-28102;tcp-28111;tcp-48002;tcp-48011","Allow","Profile Group: security-profile","Traffic log sent at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Partially Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"138","oms-sit1-to-permit-targets","azure_pci_nonprod","none","universal","Pci-Zone","az-pci-10.105.3.80_28;az-pci-tools-vm-10.105.2.96_27;az-pci-tools-vm-10.105.2.224_28;az-pci-tools-vm-10.105.2.240_28;az-pci-tools-vm-10.105.3.0_28;az-pci-tools-vm-10.105.3.16_28;az-pci-tools-vm-10.105.3.32_28;az-pci-tools-vm-10.105.3.48_28;az-pci-tools-vm-10.105.3.64_28;az-pci-tools-vm-10.105.3.128_28;az-pci-tools-vm-10.105.3.144_28;az-pci-tools-vm-10.105.3.160_28;az-pci-wcs-auth-10.105.3.96_28;bastion_10.105.15.160_28;embroker_10.105.15.0_28;Net-eun-aem-auth-10.105.15.48_28;Net-eun-aem-live-10.105.15.64_28;Net-eun-enda-auth-10.105.15.32_28;Net-eun-wcsaut-app-10.105.14.240_28;Net-eun-wcsaut-db10.105.15.144_28;Net-eun-wcsliv-db-10.105.14.224_28;Net-eun-wcsliv-ihs-10.105.14.208_28;Net-eun-wxs-10.105.15.128_28;wcs_live_10.105.14.96_27;wcsauth_10.105.15.96_28;wcslive_10.105.15.80_28;wcslive_10.105.15.240_28","any","any","Non-Pci-Zone","any","any","any","service-http;service-https","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"139","inbound-akamai-to-WCS-v9-pci","azure_pci_nonprod","none","universal","Non-Pci-Zone","eun-dotcom-np-gw-fw01-10.105.92.40;eun-dotcom-np-gw-fw01-10.105.92.41","any","any","Pci-Zone","any","any","any","service-tcp-25052;service-tcp-25053;service-tcp-25054;service-tcp-25055;service-tcp-25056;service-tcp-25057","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Used","37","70","2023-08-09 14:45:46","2022-05-20 16:34:15"
"140","onprem-to-ignio-dotcom-bastion","azure_pci_nonprod","none","universal","Non-Pci-Zone","ignio-onprem-np-10.128.174.210","any","any","Pci-Zone","Hst-dotcom-bastion-10.105.4.6;sit2-pci-10.105.4.15","any","any","service-tcp-5986","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Partially Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"141","nexus-to-jenkins","azure_pci_nonprod","none","universal","Non-Pci-Zone","az-pci-tools-vm-10.105.67.16_28;nexus-10.105.234.88","any","any","Pci-Zone","az-pci-tools-vm-10.105.67.16_28;nexus-10.105.234.88","any","any","service-http;service-https","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"142","oms-v2-to-psg","azure_pci_nonprod","none","universal","Pci-Zone","dotcom-v2-oms-10.126.33.128_26;dotcom-v2-oms-10.126.33.192_26;dotcom-v2-wcs-10.126.33.0_26;dotcom-v2-wcs-10.126.33.64_26;Net-v2-wce-stg-10.126.36.0_27;Net-v2-wce-stg-10.126.36.32_27;Net-v2-wce-stg-10.126.36.64_27;Net-v2-wce-stg-10.126.36.96_27","any","any","Non-Pci-Zone","psg-sp-10.250.5.0_24","any","any","service-https","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Partially Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"143","corp-psg-to-az-nprod-pci-stg","azure_pci_nonprod","none","universal","Non-Pci-Zone","corp-nprod-psg-mq-10.149.24.40_29","any","any","Pci-Zone","Net-v2-wce-stg-10.126.36.0_27;Net-v2-wce-stg-10.126.36.32_27;Net-v2-wce-stg-10.126.36.64_27;Net-v2-wce-stg-10.126.36.96_27","any","any","service-https","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"144","em-brkr-v2-ace","azure_pci_nonprod","none","universal","Pci-Zone","az-pci-sit1-10.105.14.0_27;az-pci-sit1-10.105.14.32_27;az-pci-tools-vm-10.105.0.0_27;az-pci-tools-vm-10.105.0.32_27;az-pci-tools-vm-10.105.2.0_27;az-pci-tools-vm-10.105.2.32_27","any","any","Non-Pci-Zone","v2-shrd-ace-10.126.169.0_25;v2-shrd-ace-10.126.169.128_25;v2-shrd-ace-10.126.170.0_25;v2-shrd-ace-10.126.170.128_25;v2-shrd-ace-10.126.171.0_25;v2-shrd-ace-10.126.171.128_25","any","any","service-http;service-https","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Unused","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"145","az-mirrorlist-access","azure_pci_nonprod","none","universal","Pci-Zone","Az-v2-int-bastion-10.126.34.48_28;az-v2-np-10.126.114.0_26;Az-v2-oms-int-10.126.33.128_26;Az-v2-oms-int-10.126.33.192_26;Az-v2-pt-bastion-10.126.116.32_28;Hst-v2-np-oms-10.126.114.64_26","any","any","Non-Pci-Zone","any","any","any","service-http","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
"146","akamai-to-WCS-v9-sit2-vnp1-vnp2-pci","azure_pci_nonprod","none","universal","Non-Pci-Zone","eun-dotcom-np-gw-fw01-10.105.92.40;eun-dotcom-np-gw-fw01-10.105.92.41","any","any","Pci-Zone","any","any","any","service-tcp-25058;service-tcp-25059","Allow","Profile Group: security-profile","Traffic log sent at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Used","4","136","2023-08-09 14:45:46","2022-05-20 16:34:15"
"147","tcs-nw-to-dot-pog-access","azure_pci_nonprod","none","universal","Non-Pci-Zone","eun-dotcom-np-gw-fw01-10.105.92.40;eun-dotcom-np-gw-fw01-10.105.92.41","any","any","Pci-Zone","any","any","any","Service-tcp-25060;service-tcp-25061","Allow","Profile Group: security-profile","Traffic log sent at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Used","4","79","2023-08-09 14:45:46","2022-05-20 16:34:15"
"148","Dotcom-pci-nprod-to-sendgrid","azure_pci_nonprod","none","universal","Pci-Zone","hst-dotennplptlshf1-10.105.67.38;hst-dotennplptlslc1-10.105.67.40;hst-dotenptlpctssh1-10.105.67.41;hst-dotenptlpctssh2-10.105.67.36;hst-dotenptlpctssh3-10.105.67.42;hst-dotenptlpctssh4-10.105.67.43;Hst-dotvnpoemdbs01-10.126.116.52","any","any","Non-Pci-Zone","smtp.sendgrid.net","any","smtp","application-default","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: Loggin to Panorama","any","Used","1","1472","2023-08-09 14:45:46","2022-05-20 16:34:15"
"149","hcp.northeurope.azmk8s.io","azure_pci_nonprod","none","universal","Pci-Zone","Az-v2-int-bastion-10.126.34.48_28;Az-v2-oms-int-10.126.33.128_26;Az-v2-oms-int-10.126.33.192_26;Az-v2-pt-bastion-10.126.116.32_28;dotcom-k8s-net1-10.126.33.0_26;dotcom-v2-wcs-10.126.33.64_26;Hst-v2-np-oms-10.126.114.0_26;Hst-v2-np-oms-10.126.114.64_26;Hst-v2-np-wcsh1-10.126.117.0_25;Hst-v2-np-wcsh1-10.126.117.128_25;Hst-v2-np-wcsh2-10.126.118.0_25;Hst-v2-np-wcsh2-10.126.118.128_25;Net-bastion-v2-10.126.34.48_28;Net-v2-np-wcs-cluster-10.126.115.32_27;Net-v2-np-wcs-cluster-10.126.115.64_27;Net-v2-wce-stg-10.126.36.0_27;Net-v2-wce-stg-10.126.36.32_27;Net-v2-wce-stg-10.126.36.64_27;Net-v2-wce-stg-10.126.36.96_27","any","any","Non-Pci-Zone","dotcom-int-omsh1-oms01-eun-dc741fa8.hcp.northeurope.azmk8s.io;dotcom-int-wcsh1-wcs01-eun-f4f1b180.hcp.northeurope.azmk8s.io;dotcom-stg-wcsh1-wcs01-eun-499abd1d.hcp.northeurope.azmk8s.io;dotcom-stg-wcsh2-wcs01-eun-a91dbaa6.hcp.northeurope.azmk8s.io;dotcom-vnp-oms-omsh1-eun-96c1fbe4.hcp.northeurope.azmk8s.io;dotcom-vnp-wcsh1-wcs01-eun-63e16683.hcp.northeurope.azmk8s.io;dotcom-vnp-wcsh2-wcs02-eun-e84800a2.hcp.northeurope.azmk8s.io","any","any","service-https;service-tcp-22;service-tcp-9000;service-udp-1194","Allow","Profile Group: security-profile","Traffic log sent at session start, and at session end;Log Forwarding Profile setting: dotcom-qroc","any","Used","0","-","2023-08-09 14:45:46","2022-05-20 16:34:15"
